Country/Region,Date,Total Number of Cases
China,7/9/2020,792
China,7/10/2020,792
China,7/11/2020,792
China,7/12/2020,793
China,7/13/2020,793
China,7/14/2020,793
China,7/15/2020,793
China,7/16/2020,794
China,7/17/2020,796
China,7/18/2020,797
China,7/19/2020,798
China,7/20/2020,798
China,7/21/2020,798
China,7/22/2020,798
China,7/23/2020,798
China,7/24/2020,798
China,7/25/2020,799
China,7/26/2020,799
China,7/27/2020,799
China,7/28/2020,799
China,7/29/2020,799
China,7/30/2020,799
China,7/31/2020,799
China,1/22/2020,9
China,1/23/2020,16
China,1/24/2020,20
China,1/25/2020,33
China,1/26/2020,40
China,1/27/2020,53
China,1/28/2020,66
China,1/29/2020,96
China,1/30/2020,112
China,1/31/2020,135
China,2/1/2020,169
China,2/2/2020,182
China,2/3/2020,203
China,2/4/2020,219
China,2/5/2020,243
China,2/6/2020,257
China,2/7/2020,277
China,2/8/2020,286
China,2/9/2020,293
China,2/10/2020,299
China,2/11/2020,303
China,2/12/2020,311
China,2/13/2020,315
China,2/14/2020,318
China,2/15/2020,326
China,2/16/2020,328
China,2/17/2020,333
China,2/18/2020,333
China,2/19/2020,333
China,2/20/2020,334
China,2/21/2020,334
China,2/22/2020,335
China,2/23/2020,335
China,2/24/2020,335
China,2/25/2020,336
China,2/26/2020,337
China,2/27/2020,337
China,2/28/2020,337
China,2/29/2020,337
China,3/1/2020,337
China,3/2/2020,337
China,3/3/2020,338
China,3/4/2020,338
China,3/5/2020,339
China,3/6/2020,342
China,3/7/2020,342
China,3/8/2020,342
China,3/9/2020,342
China,3/10/2020,344
China,3/11/2020,344
China,3/12/2020,344
China,3/13/2020,346
China,3/14/2020,353
China,3/15/2020,353
China,3/16/2020,355
China,3/17/2020,358
China,3/18/2020,361
China,3/19/2020,363
China,3/20/2020,371
China,3/21/2020,380
China,3/22/2020,404
China,3/23/2020,404
China,3/24/2020,414
China,3/25/2020,433
China,3/26/2020,451
China,3/27/2020,468
China,3/28/2020,485
China,3/29/2020,492
China,3/30/2020,498
China,3/31/2020,509
China,4/1/2020,516
China,4/2/2020,522
China,4/3/2020,526
China,4/4/2020,529
China,4/5/2020,531
China,4/6/2020,536
China,4/7/2020,538
China,4/8/2020,543
China,4/9/2020,552
China,4/10/2020,555
China,4/11/2020,555
China,4/12/2020,607
China,4/13/2020,618
China,4/14/2020,618
China,4/15/2020,622
China,4/16/2020,628
China,4/17/2020,628
China,4/18/2020,628
China,4/19/2020,635
China,4/20/2020,638
China,4/21/2020,638
China,4/22/2020,639
China,4/23/2020,641
China,4/24/2020,641
China,4/25/2020,642
China,4/26/2020,642
China,4/27/2020,644
China,4/28/2020,645
China,4/29/2020,647
China,4/30/2020,652
China,5/1/2020,652
China,5/2/2020,652
China,5/3/2020,655
China,5/4/2020,656
China,5/5/2020,656
China,5/6/2020,657
China,5/7/2020,657
China,5/8/2020,657
China,5/9/2020,659
China,5/10/2020,659
China,5/11/2020,659
China,5/12/2020,660
China,5/13/2020,660
China,5/14/2020,660
China,5/15/2020,665
China,5/16/2020,665
China,5/17/2020,666
China,5/18/2020,666
China,5/19/2020,666
China,5/20/2020,666
China,5/21/2020,666
China,5/22/2020,667
China,5/23/2020,668
China,5/24/2020,668
China,5/25/2020,669
China,5/26/2020,670
China,5/27/2020,671
China,5/28/2020,671
China,5/29/2020,672
China,5/30/2020,672
China,5/31/2020,672
China,6/1/2020,673
China,6/2/2020,673
China,6/3/2020,673
China,6/4/2020,677
China,6/5/2020,677
China,6/6/2020,677
China,6/7/2020,678
China,6/8/2020,678
China,6/9/2020,678
China,6/10/2020,684
China,6/11/2020,689
China,6/12/2020,690
China,6/13/2020,691
China,6/14/2020,692
China,6/15/2020,695
China,6/16/2020,695
China,6/17/2020,697
China,6/18/2020,697
China,6/19/2020,697
China,6/20/2020,698
China,6/21/2020,701
China,6/22/2020,701
China,6/23/2020,703
China,6/24/2020,703
China,6/25/2020,705
China,6/26/2020,706
China,6/27/2020,707
China,6/28/2020,708
China,6/29/2020,712
China,6/30/2020,712
China,7/1/2020,713
China,7/2/2020,714
China,7/3/2020,715
China,7/4/2020,716
China,7/5/2020,716
China,7/6/2020,716
China,7/7/2020,718
China,7/8/2020,721
China,7/9/2020,721
China,7/10/2020,721
China,7/11/2020,724
China,7/12/2020,725
China,7/13/2020,725
China,7/14/2020,731
China,7/15/2020,732
China,7/16/2020,733
China,7/17/2020,733
China,7/18/2020,733
China,7/19/2020,733
China,7/20/2020,735
China,7/21/2020,737
China,7/22/2020,738
China,7/23/2020,739
China,7/24/2020,741
China,7/25/2020,741
China,7/26/2020,741
China,7/27/2020,743
China,7/28/2020,744
China,7/29/2020,744
China,7/30/2020,744
China,7/31/2020,748
China,1/22/2020,1
China,1/23/2020,1
China,1/24/2020,1
China,1/25/2020,6
China,1/26/2020,9
China,1/27/2020,13
China,1/28/2020,27
China,1/29/2020,27
China,1/30/2020,35
China,1/31/2020,39
China,2/1/2020,47
China,2/2/2020,66
China,2/3/2020,74
China,2/4/2020,81
China,2/5/2020,81
China,2/6/2020,96
China,2/7/2020,104
China,2/8/2020,115
China,2/9/2020,119
China,2/10/2020,119
China,2/11/2020,124
China,2/12/2020,126
China,2/13/2020,126
China,2/14/2020,127
China,2/15/2020,128
China,2/16/2020,129
China,2/17/2020,130
China,2/18/2020,131
China,2/19/2020,131
China,2/20/2020,132
China,2/21/2020,132
China,2/22/2020,132
China,2/23/2020,132
China,2/24/2020,133
China,2/25/2020,133
China,2/26/2020,133
China,2/27/2020,133
China,2/28/2020,133
China,2/29/2020,133
China,3/1/2020,133
China,3/2/2020,133
China,3/3/2020,133
China,3/4/2020,133
China,3/5/2020,133
China,3/6/2020,133
China,3/7/2020,133
China,3/8/2020,133
China,3/9/2020,133
China,3/10/2020,133
China,3/11/2020,133
China,3/12/2020,133
China,3/13/2020,133
China,3/14/2020,133
China,3/15/2020,133
China,3/16/2020,133
China,3/17/2020,133
China,3/18/2020,133
China,3/19/2020,133
China,3/20/2020,133
China,3/21/2020,133
China,3/22/2020,133
China,3/23/2020,134
China,3/24/2020,134
China,3/25/2020,134
China,3/26/2020,135
China,3/27/2020,135
China,3/28/2020,135
China,3/29/2020,136
China,3/30/2020,136
China,3/31/2020,136
China,4/1/2020,137
China,4/2/2020,137
China,4/3/2020,137
China,4/4/2020,137
China,4/5/2020,138
China,4/6/2020,138
China,4/7/2020,138
China,4/8/2020,163
China,4/9/2020,166
China,4/10/2020,168
China,4/11/2020,172
China,4/12/2020,172
China,4/13/2020,173
China,4/14/2020,173
China,4/15/2020,186
China,4/16/2020,194
China,4/17/2020,197
China,4/18/2020,197
China,4/19/2020,197
China,4/20/2020,197
China,4/21/2020,197
China,4/22/2020,197
China,4/23/2020,197
China,4/24/2020,197
China,4/25/2020,197
China,4/26/2020,197
China,4/27/2020,197
China,4/28/2020,197
China,4/29/2020,197
China,4/30/2020,197
China,5/1/2020,197
China,5/2/2020,197
China,5/3/2020,198
China,5/4/2020,198
China,5/5/2020,198
China,5/6/2020,198
China,5/7/2020,198
China,5/8/2020,198
China,5/9/2020,198
China,5/10/2020,198
China,5/11/2020,198
China,5/12/2020,198
China,5/13/2020,198
China,5/14/2020,198
China,5/15/2020,198
China,5/16/2020,198
China,5/17/2020,198
China,5/18/2020,198
China,5/19/2020,198
China,5/20/2020,198
China,5/21/2020,198
China,5/22/2020,198
China,5/23/2020,198
China,5/24/2020,198
China,5/25/2020,198
China,5/26/2020,198
China,5/27/2020,198
China,5/28/2020,198
China,5/29/2020,198
China,5/30/2020,198
China,5/31/2020,198
China,6/1/2020,198
China,6/2/2020,198
China,6/3/2020,198
China,6/4/2020,198
China,6/5/2020,198
China,6/6/2020,198
China,6/7/2020,198
China,6/8/2020,198
China,6/9/2020,198
China,6/10/2020,198
China,6/11/2020,198
China,6/12/2020,198
China,6/13/2020,198
China,6/14/2020,198
China,6/15/2020,198
China,6/16/2020,198
China,6/17/2020,198
China,6/18/2020,198
China,6/19/2020,198
China,6/20/2020,198
China,6/21/2020,198
China,6/22/2020,198
China,6/23/2020,198
China,6/24/2020,198
China,6/25/2020,198
China,6/26/2020,198
China,6/27/2020,198
China,6/28/2020,198
China,6/29/2020,198
China,6/30/2020,198
China,7/1/2020,198
China,7/2/2020,198
China,7/3/2020,198
China,7/4/2020,198
China,7/5/2020,198
China,7/6/2020,198
China,7/7/2020,199
China,7/8/2020,199
China,7/9/2020,199
China,7/10/2020,199
China,7/11/2020,200
China,7/12/2020,200
China,7/13/2020,200
China,7/14/2020,201
China,7/15/2020,201
China,7/16/2020,201
China,7/17/2020,201
China,7/18/2020,201
China,7/19/2020,201
China,7/20/2020,201
China,7/21/2020,201
China,7/22/2020,201
China,7/23/2020,201
China,7/24/2020,201
China,7/25/2020,201
China,7/26/2020,201
China,7/27/2020,201
China,7/28/2020,201
China,7/29/2020,201
China,7/30/2020,201
China,7/31/2020,201
China,1/22/2020,5
China,1/23/2020,8
China,1/24/2020,15
China,1/25/2020,28
China,1/26/2020,44
China,1/27/2020,69
China,1/28/2020,90
China,1/29/2020,108
China,1/30/2020,142
China,1/31/2020,177
China,2/1/2020,207
China,2/2/2020,231
China,2/3/2020,254
China,2/4/2020,282
China,2/5/2020,301
China,2/6/2020,321
China,2/7/2020,344
China,2/8/2020,364
China,2/9/2020,386
China,2/10/2020,405
China,2/11/2020,417
China,2/12/2020,436
China,2/13/2020,451
China,2/14/2020,463
China,2/15/2020,470
China,2/16/2020,481
China,2/17/2020,495
China,2/18/2020,508
China,2/19/2020,514
China,2/20/2020,520
China,2/21/2020,525
China,2/22/2020,526
China,2/23/2020,526
China,2/24/2020,527
China,2/25/2020,529
China,2/26/2020,531
China,2/27/2020,534
China,2/28/2020,538
China,2/29/2020,538
China,3/1/2020,538
China,3/2/2020,538
China,3/3/2020,538
China,3/4/2020,538
China,3/5/2020,539
China,3/6/2020,539
China,3/7/2020,539
China,3/8/2020,539
China,3/9/2020,539
China,3/10/2020,539
China,3/11/2020,539
China,3/12/2020,539
China,3/13/2020,539
China,3/14/2020,539
China,3/15/2020,539
China,3/16/2020,539
China,3/17/2020,540
China,3/18/2020,540
China,3/19/2020,540
China,3/20/2020,541
China,3/21/2020,542
China,3/22/2020,543
China,3/23/2020,543
China,3/24/2020,545
China,3/25/2020,547
China,3/26/2020,547
China,3/27/2020,548
China,3/28/2020,548
China,3/29/2020,550
China,3/30/2020,550
China,3/31/2020,550
China,4/1/2020,552
China,4/2/2020,554
China,4/3/2020,555
China,4/4/2020,557
China,4/5/2020,558
China,4/6/2020,559
China,4/7/2020,560
China,4/8/2020,560
China,4/9/2020,560
China,4/10/2020,560
China,4/11/2020,560
China,4/12/2020,560
China,4/13/2020,560
China,4/14/2020,560
China,4/15/2020,560
China,4/16/2020,560
China,4/17/2020,560
China,4/18/2020,561
China,4/19/2020,561
China,4/20/2020,561
China,4/21/2020,561
China,4/22/2020,561
China,4/23/2020,561
China,4/24/2020,561
China,4/25/2020,561
China,4/26/2020,561
China,4/27/2020,561
China,4/28/2020,561
China,4/29/2020,561
China,4/30/2020,561
China,5/1/2020,561
China,5/2/2020,561
China,5/3/2020,561
China,5/4/2020,561
China,5/5/2020,561
China,5/6/2020,561
China,5/7/2020,561
China,5/8/2020,561
China,5/9/2020,561
China,5/10/2020,561
China,5/11/2020,561
China,5/12/2020,561
China,5/13/2020,561
China,5/14/2020,561
China,5/15/2020,561
China,5/16/2020,561
China,5/17/2020,561
China,5/18/2020,561
China,5/19/2020,561
China,5/20/2020,561
China,5/21/2020,561
China,5/22/2020,563
China,5/23/2020,563
China,5/24/2020,564
China,5/25/2020,564
China,5/26/2020,564
China,5/27/2020,564
China,5/28/2020,564
China,5/29/2020,564
China,5/30/2020,564
China,5/31/2020,575
China,6/1/2020,577
China,6/2/2020,577
China,6/3/2020,577
China,6/4/2020,578
China,6/5/2020,578
China,6/6/2020,578
China,6/7/2020,581
China,6/8/2020,582
China,6/9/2020,582
China,6/10/2020,582
China,6/11/2020,582
China,6/12/2020,583
China,6/13/2020,583
China,6/14/2020,587
China,6/15/2020,588
China,6/16/2020,589
China,6/17/2020,589
China,6/18/2020,589
China,6/19/2020,589
China,6/20/2020,589
China,6/21/2020,589
China,6/22/2020,589
China,6/23/2020,589
China,6/24/2020,589
China,6/25/2020,589
China,6/26/2020,589
China,6/27/2020,589
China,6/28/2020,592
China,6/29/2020,595
China,6/30/2020,595
China,7/1/2020,595
China,7/2/2020,595
China,7/3/2020,595
China,7/4/2020,596
China,7/5/2020,596
China,7/6/2020,596
China,7/7/2020,598
China,7/8/2020,599
China,7/9/2020,599
China,7/10/2020,599
China,7/11/2020,599
China,7/12/2020,599
China,7/13/2020,599
China,7/14/2020,599
China,7/15/2020,599
China,7/16/2020,599
China,7/17/2020,599
China,7/18/2020,599
China,7/19/2020,602
China,7/20/2020,603
China,7/21/2020,603
China,7/22/2020,603
China,7/23/2020,603
China,7/24/2020,603
China,7/25/2020,603
China,7/26/2020,604
China,7/27/2020,604
China,7/28/2020,604
China,7/29/2020,604
China,7/30/2020,604
China,7/31/2020,604
China,1/22/2020,4
China,1/23/2020,4
China,1/24/2020,8
China,1/25/2020,10
China,1/26/2020,14
China,1/27/2020,23
China,1/28/2020,24
China,1/29/2020,27
China,1/30/2020,31
China,1/31/2020,32
China,2/1/2020,41
China,2/2/2020,48
China,2/3/2020,60
China,2/4/2020,67
China,2/5/2020,69
China,2/6/2020,79
China,2/7/2020,81
China,2/8/2020,88
China,2/9/2020,91
China,2/10/2020,95
China,2/11/2020,106
China,2/12/2020,112
China,2/13/2020,119
China,2/14/2020,120
China,2/15/2020,122
China,2/16/2020,124
China,2/17/2020,125
China,2/18/2020,128
China,2/19/2020,130
China,2/20/2020,131
China,2/21/2020,132
China,2/22/2020,135
China,2/23/2020,135
China,2/24/2020,135
China,2/25/2020,135
China,2/26/2020,135
China,2/27/2020,136
China,2/28/2020,136
China,2/29/2020,136
China,3/1/2020,136
China,3/2/2020,136
China,3/3/2020,136
China,3/4/2020,136
China,3/5/2020,136
China,3/6/2020,136
China,3/7/2020,136
China,3/8/2020,136
China,3/9/2020,136
China,3/10/2020,136
China,3/11/2020,136
China,3/12/2020,136
China,3/13/2020,136
China,3/14/2020,136
China,3/15/2020,136
China,3/16/2020,136
China,3/17/2020,136
China,3/18/2020,136
China,3/19/2020,137
China,3/20/2020,137
China,3/21/2020,137
China,3/22/2020,137
China,3/23/2020,141
China,3/24/2020,145
China,3/25/2020,145
China,3/26/2020,151
China,3/27/2020,155
China,3/28/2020,161
China,3/29/2020,166
China,3/30/2020,174
China,3/31/2020,174
China,4/1/2020,176
China,4/2/2020,176
China,4/3/2020,180
China,4/4/2020,180
China,4/5/2020,180
China,4/6/2020,180
China,4/7/2020,180
China,4/8/2020,180
China,4/9/2020,182
China,4/10/2020,183
China,4/11/2020,183
China,4/12/2020,183
China,4/13/2020,184
China,4/14/2020,185
China,4/15/2020,185
China,4/16/2020,186
China,4/17/2020,189
China,4/18/2020,189
China,4/19/2020,189
China,4/20/2020,189
China,4/21/2020,189
China,4/22/2020,189
China,4/23/2020,189
China,4/24/2020,190
China,4/25/2020,190
China,4/26/2020,190
China,4/27/2020,190
China,4/28/2020,190
China,4/29/2020,190
China,4/30/2020,190
China,5/1/2020,190
China,5/2/2020,190
China,5/3/2020,190
China,5/4/2020,190
China,5/5/2020,190
China,5/6/2020,190
China,5/7/2020,190
China,5/8/2020,191
China,5/9/2020,191
China,5/10/2020,191
China,5/11/2020,191
China,5/12/2020,191
China,5/13/2020,191
China,5/14/2020,191
China,5/15/2020,191
China,5/16/2020,192
China,5/17/2020,192
China,5/18/2020,192
China,5/19/2020,192
China,5/20/2020,192
China,5/21/2020,192
China,5/22/2020,192
China,5/23/2020,192
China,5/24/2020,192
China,5/25/2020,192
China,5/26/2020,192
China,5/27/2020,192
China,5/28/2020,192
China,5/29/2020,192
China,5/30/2020,192
China,5/31/2020,192
China,6/1/2020,192
China,6/2/2020,192
China,6/3/2020,192
China,6/4/2020,192
China,6/5/2020,192
China,6/6/2020,193
China,6/7/2020,193
China,6/8/2020,193
China,6/9/2020,194
China,6/10/2020,195
China,6/11/2020,195
China,6/12/2020,196
China,6/13/2020,196
China,6/14/2020,196
China,6/15/2020,196
China,6/16/2020,196
China,6/17/2020,197
China,6/18/2020,197
China,6/19/2020,197
China,6/20/2020,197
China,6/21/2020,197
China,6/22/2020,198
China,6/23/2020,198
China,6/24/2020,198
China,6/25/2020,198
China,6/26/2020,198
China,6/27/2020,198
China,6/28/2020,198
China,6/29/2020,198
China,6/30/2020,198
China,7/1/2020,198
China,7/2/2020,198
China,7/3/2020,198
China,7/4/2020,199
China,7/5/2020,199
China,7/6/2020,199
China,7/7/2020,199
China,7/8/2020,199
China,7/9/2020,199
China,7/10/2020,199
China,7/11/2020,203
China,7/12/2020,203
China,7/13/2020,203
China,7/14/2020,203
China,7/15/2020,203
China,7/16/2020,203
China,7/17/2020,203
China,7/18/2020,203
China,7/19/2020,203
China,7/20/2020,203
China,7/21/2020,203
China,7/22/2020,203
China,7/23/2020,203
China,7/24/2020,203
China,7/25/2020,204
China,7/26/2020,204
China,7/27/2020,204
China,7/28/2020,204
China,7/29/2020,204
China,7/30/2020,205
China,7/31/2020,205
China,1/22/2020,0
China,1/23/2020,0
China,1/24/2020,0
China,1/25/2020,0
China,1/26/2020,0
China,1/27/2020,0
China,1/28/2020,0
China,1/29/2020,0
China,1/30/2020,1
China,1/31/2020,1
China,2/1/2020,1
China,2/2/2020,1
China,2/3/2020,1
China,2/4/2020,1
China,2/5/2020,1
China,2/6/2020,1
China,2/7/2020,1
China,2/8/2020,1
China,2/9/2020,1
China,2/10/2020,1
China,2/11/2020,1
China,2/12/2020,1
China,2/13/2020,1
China,2/14/2020,1
China,2/15/2020,1
China,2/16/2020,1
China,2/17/2020,1
China,2/18/2020,1
China,2/19/2020,1
China,2/20/2020,1
China,2/21/2020,1
China,2/22/2020,1
China,2/23/2020,1
China,2/24/2020,1
China,2/25/2020,1
China,2/26/2020,1
China,2/27/2020,1
China,2/28/2020,1
China,2/29/2020,1
China,3/1/2020,1
China,3/2/2020,1
China,3/3/2020,1
China,3/4/2020,1
China,3/5/2020,1
China,3/6/2020,1
China,3/7/2020,1
China,3/8/2020,1
China,3/9/2020,1
China,3/10/2020,1
China,3/11/2020,1
China,3/12/2020,1
China,3/13/2020,1
China,3/14/2020,1
China,3/15/2020,1
China,3/16/2020,1
China,3/17/2020,1
China,3/18/2020,1
China,3/19/2020,1
China,3/20/2020,1
China,3/21/2020,1
China,3/22/2020,1
China,3/23/2020,1
China,3/24/2020,1
China,3/25/2020,1
China,3/26/2020,1
China,3/27/2020,1
China,3/28/2020,1
China,3/29/2020,1
China,3/30/2020,1
China,3/31/2020,1
China,4/1/2020,1
China,4/2/2020,1
China,4/3/2020,1
China,4/4/2020,1
China,4/5/2020,1
China,4/6/2020,1
China,4/7/2020,1
China,4/8/2020,1
China,4/9/2020,1
China,4/10/2020,1
China,4/11/2020,1
China,4/12/2020,1
China,4/13/2020,1
China,4/14/2020,1
China,4/15/2020,1
China,4/16/2020,1
China,4/17/2020,1
China,4/18/2020,1
China,4/19/2020,1
China,4/20/2020,1
China,4/21/2020,1
China,4/22/2020,1
China,4/23/2020,1
China,4/24/2020,1
China,4/25/2020,1
China,4/26/2020,1
China,4/27/2020,1
China,4/28/2020,1
China,4/29/2020,1
China,4/30/2020,1
China,5/1/2020,1
China,5/2/2020,1
China,5/3/2020,1
China,5/4/2020,1
China,5/5/2020,1
China,5/6/2020,1
China,5/7/2020,1
China,5/8/2020,1
China,5/9/2020,1
China,5/10/2020,1
China,5/11/2020,1
China,5/12/2020,1
China,5/13/2020,1
China,5/14/2020,1
China,5/15/2020,1
China,5/16/2020,1
China,5/17/2020,1
China,5/18/2020,1
China,5/19/2020,1
China,5/20/2020,1
China,5/21/2020,1
China,5/22/2020,1
China,5/23/2020,1
China,5/24/2020,1
China,5/25/2020,1
China,5/26/2020,1
China,5/27/2020,1
China,5/28/2020,1
China,5/29/2020,1
China,5/30/2020,1
China,5/31/2020,1
China,6/1/2020,1
China,6/2/2020,1
China,6/3/2020,1
China,6/4/2020,1
China,6/5/2020,1
China,6/6/2020,1
China,6/7/2020,1
China,6/8/2020,1
China,6/9/2020,1
China,6/10/2020,1
China,6/11/2020,1
China,6/12/2020,1
China,6/13/2020,1
China,6/14/2020,1
China,6/15/2020,1
China,6/16/2020,1
China,6/17/2020,1
China,6/18/2020,1
China,6/19/2020,1
China,6/20/2020,1
China,6/21/2020,1
China,6/22/2020,1
China,6/23/2020,1
China,6/24/2020,1
China,6/25/2020,1
China,6/26/2020,1
China,6/27/2020,1
China,6/28/2020,1
China,6/29/2020,1
China,6/30/2020,1
China,7/1/2020,1
China,7/2/2020,1
China,7/3/2020,1
China,7/4/2020,1
China,7/5/2020,1
China,7/6/2020,1
China,7/7/2020,1
China,7/8/2020,1
China,7/9/2020,1
China,7/10/2020,1
China,7/11/2020,1
China,7/12/2020,1
China,7/13/2020,1
China,7/14/2020,1
China,7/15/2020,1
China,7/16/2020,1
China,7/17/2020,1
China,7/18/2020,1
China,7/19/2020,1
China,7/20/2020,1
China,7/21/2020,1
China,7/22/2020,1
China,7/23/2020,1
China,7/24/2020,1
China,7/25/2020,1
China,7/26/2020,1
China,7/27/2020,1
China,7/28/2020,1
China,7/29/2020,1
China,7/30/2020,1
China,7/31/2020,1
China,1/22/2020,0
China,1/23/2020,2
China,1/24/2020,2
China,1/25/2020,3
China,1/26/2020,4
China,1/27/2020,5
China,1/28/2020,10
China,1/29/2020,13
China,1/30/2020,14
China,1/31/2020,17
China,2/1/2020,18
China,2/2/2020,21
China,2/3/2020,24
China,2/4/2020,29
China,2/5/2020,32
China,2/6/2020,36
China,2/7/2020,39
China,2/8/2020,42
China,2/9/2020,45
China,2/10/2020,49
China,2/11/2020,55
China,2/12/2020,59
China,2/13/2020,63
China,2/14/2020,65
China,2/15/2020,70
China,2/16/2020,71
China,2/17/2020,75
China,2/18/2020,76
China,2/19/2020,76
China,2/20/2020,76
China,2/21/2020,76
China,2/22/2020,76
China,2/23/2020,76
China,2/24/2020,76
China,2/25/2020,76
China,2/26/2020,76
China,2/27/2020,76
China,2/28/2020,76
China,2/29/2020,76
China,3/1/2020,76
China,3/2/2020,76
China,3/3/2020,76
China,3/4/2020,76
China,3/5/2020,76
China,3/6/2020,76
China,3/7/2020,76
China,3/8/2020,76
China,3/9/2020,76
China,3/10/2020,76
China,3/11/2020,76
China,3/12/2020,76
China,3/13/2020,76
China,3/14/2020,76
China,3/15/2020,76
China,3/16/2020,76
China,3/17/2020,76
China,3/18/2020,76
China,3/19/2020,76
China,3/20/2020,76
China,3/21/2020,76
China,3/22/2020,76
China,3/23/2020,76
China,3/24/2020,76
China,3/25/2020,76
China,3/26/2020,76
China,3/27/2020,76
China,3/28/2020,76
China,3/29/2020,76
China,3/30/2020,76
China,3/31/2020,76
China,4/1/2020,76
China,4/2/2020,76
China,4/3/2020,76
China,4/4/2020,76
China,4/5/2020,76
China,4/6/2020,76
China,4/7/2020,76
China,4/8/2020,76
China,4/9/2020,76
China,4/10/2020,76
China,4/11/2020,76
China,4/12/2020,76
China,4/13/2020,76
China,4/14/2020,76
China,4/15/2020,76
China,4/16/2020,76
China,4/17/2020,76
China,4/18/2020,76
China,4/19/2020,76
China,4/20/2020,76
China,4/21/2020,76
China,4/22/2020,76
China,4/23/2020,76
China,4/24/2020,76
China,4/25/2020,76
China,4/26/2020,76
China,4/27/2020,76
China,4/28/2020,76
China,4/29/2020,76
China,4/30/2020,76
China,5/1/2020,76
China,5/2/2020,76
China,5/3/2020,76
China,5/4/2020,76
China,5/5/2020,76
China,5/6/2020,76
China,5/7/2020,76
China,5/8/2020,76
China,5/9/2020,76
China,5/10/2020,76
China,5/11/2020,76
China,5/12/2020,76
China,5/13/2020,76
China,5/14/2020,76
China,5/15/2020,76
China,5/16/2020,76
China,5/17/2020,76
China,5/18/2020,76
China,5/19/2020,76
China,5/20/2020,76
China,5/21/2020,76
China,5/22/2020,76
China,5/23/2020,76
China,5/24/2020,76
China,5/25/2020,76
China,5/26/2020,76
China,5/27/2020,76
China,5/28/2020,76
China,5/29/2020,76
China,5/30/2020,76
China,5/31/2020,76
China,6/1/2020,76
China,6/2/2020,76
China,6/3/2020,76
China,6/4/2020,76
China,6/5/2020,76
China,6/6/2020,76
China,6/7/2020,76
China,6/8/2020,76
China,6/9/2020,76
China,6/10/2020,76
China,6/11/2020,76
China,6/12/2020,76
China,6/13/2020,76
China,6/14/2020,76
China,6/15/2020,76
China,6/16/2020,76
China,6/17/2020,76
China,6/18/2020,76
China,6/19/2020,76
China,6/20/2020,76
China,6/21/2020,76
China,6/22/2020,76
China,6/23/2020,76
China,6/24/2020,76
China,6/25/2020,76
China,6/26/2020,76
China,6/27/2020,76
China,6/28/2020,76
China,6/29/2020,76
China,6/30/2020,76
China,7/1/2020,76
China,7/2/2020,76
China,7/3/2020,76
China,7/4/2020,76
China,7/5/2020,76
China,7/6/2020,76
China,7/7/2020,76
China,7/8/2020,76
China,7/9/2020,76
China,7/10/2020,76
China,7/11/2020,76
China,7/12/2020,76
China,7/13/2020,76
China,7/14/2020,76
China,7/15/2020,76
China,7/16/2020,82
China,7/17/2020,93
China,7/18/2020,106
China,7/19/2020,123
China,7/20/2020,131
China,7/21/2020,140
China,7/22/2020,158
China,7/23/2020,171
China,7/24/2020,191
China,7/25/2020,213
China,7/26/2020,254
China,7/27/2020,311
China,7/28/2020,400
China,7/29/2020,496
China,7/30/2020,608
China,7/31/2020,639
China,1/22/2020,1
China,1/23/2020,2
China,1/24/2020,5
China,1/25/2020,11
China,1/26/2020,16
China,1/27/2020,26
China,1/28/2020,44
China,1/29/2020,55
China,1/30/2020,70
China,1/31/2020,83
China,2/1/2020,93
China,2/2/2020,105
China,2/3/2020,117
China,2/4/2020,122
China,2/5/2020,128
China,2/6/2020,133
China,2/7/2020,138
China,2/8/2020,138
China,2/9/2020,141
China,2/10/2020,149
China,2/11/2020,153
China,2/12/2020,154
China,2/13/2020,156
China,2/14/2020,162
China,2/15/2020,168
China,2/16/2020,171
China,2/17/2020,171
China,2/18/2020,172
China,2/19/2020,172
China,2/20/2020,174
China,2/21/2020,174
China,2/22/2020,174
China,2/23/2020,174
China,2/24/2020,174
China,2/25/2020,174
China,2/26/2020,174
China,2/27/2020,174
China,2/28/2020,174
China,2/29/2020,174
China,3/1/2020,174
China,3/2/2020,174
China,3/3/2020,174
China,3/4/2020,174
China,3/5/2020,174
China,3/6/2020,174
China,3/7/2020,174
China,3/8/2020,174
China,3/9/2020,174
China,3/10/2020,174
China,3/11/2020,174
China,3/12/2020,174
China,3/13/2020,174
China,3/14/2020,174
China,3/15/2020,174
China,3/16/2020,176
China,3/17/2020,176
China,3/18/2020,176
China,3/19/2020,176
China,3/20/2020,176
China,3/21/2020,176
China,3/22/2020,176
China,3/23/2020,176
China,3/24/2020,176
China,3/25/2020,176
China,3/26/2020,178
China,3/27/2020,180
China,3/28/2020,180
China,3/29/2020,180
China,3/30/2020,180
China,3/31/2020,182
China,4/1/2020,182
China,4/2/2020,183
China,4/3/2020,184
China,4/4/2020,184
China,4/5/2020,184
China,4/6/2020,184
China,4/7/2020,184
China,4/8/2020,184
China,4/9/2020,184
China,4/10/2020,184
China,4/11/2020,184
China,4/12/2020,184
China,4/13/2020,184
China,4/14/2020,184
China,4/15/2020,184
China,4/16/2020,184
China,4/17/2020,184
China,4/18/2020,184
China,4/19/2020,184
China,4/20/2020,184
China,4/21/2020,184
China,4/22/2020,184
China,4/23/2020,184
China,4/24/2020,185
China,4/25/2020,185
China,4/26/2020,185
